Username,Categories,Subscribers,Country,Visits,Likes,Continent,CPM,clusters
NirahuaMusic,Unknown,12300000,India,799200.0,8900,Asia,0.021625647971072196,0
WatchMeOff,"Movies, Animation",12300000,Russia,749800.0,20200,Europe,0.02209109647605558,0
LuanSantana,Music and Dance,12300000,Brazil,1200000.0,50000,South America,0.036818006775058906,0
JugnuKidsrhymes,"Food and Drink, Toys",12300000,Unknown,46900.0,176,Unknown,0.002884013419577178,0
MBCMASRtv,Unknown,12200000,Egypt,2200.0,39,Africa,0.001530211625948866,0
Lulu99,Unknown,12200000,Colombia,410400.0,32000,South America,0.015589092024619963,0
LipaoGamer,"Movies, Animation",12200000,Brazil,130100.0,5100,South America,0.005227630230600029,0
lilwayne,Cars and Vehicles,12200000,United States,203700.0,11100,North America,0.00779640099471963,0
natandessie,"Toys, DIY and Life Hacks",12200000,United States,62600.0,256,North America,0.0029658627887395638,0
itsxomgpop,"Music and Dance, Movies",12200000,Unknown,32900.0,1500,Unknown,0.0024528794000352448,0
yogawithadriene,Fitness,12200000,United States,0.0,0,North America,0.001473477406679763,0
SPDNOO1,Comedy,12200000,Thailand,1600000.0,62500,Asia,0.047611351160832587,0
bbcearth,Unknown,12200000,United States,92100.0,1600,North America,0.003843909300367471,0
telugufilmnagar,Unknown,12200000,India,3400.0,55,Asia,0.0015604043169787662,0
MashaBearHINDI,"Animation, Toys",12200000,Unknown,90900.0,1600,Unknown,0.003816002323623285,0
MUSATANVEER,Unknown,12200000,Pakistan,166700.0,3200,Asia,0.005807364449869132,0
brancoala,"Movies, Animation",12200000,Brazil,343100.0,6200,South America,0.01033826145983591,0
KooKooTvHindi,Unknown,12200000,India,337800.0,2600,Asia,0.009700719931596706,0
TWOSIDEGAMERS,Unknown,12200000,India,200400.0,18800,Asia,0.008819656808673118,0
flamingo,"Animation, Video Games",12200000,United States,1800000.0,71300,North America,0.05351965680867311,0
OumWalidcuisine,Education,12200000,Algeria,333500.0,16000,Africa,0.011515005645882422,0
elrubius,"Movies, Animation",12200000,Mexico,1100000.0,85600,North America,0.0392834441840884,0
Aniruddhacharyaji,Daily Vlogs,12100000,India,116400.0,3600,Asia,0.00440004438381557,0
SaregamaHumBhojpuri,Music and Dance,12100000,India,39300.0,2200,Asia,0.0024070211280016168,0
Super_Senya_RU,"Animation, Toys",12100000,Unknown,47200.0,192,Unknown,0.002303884915377032,0
HiTechIslamic,Music and Dance,12100000,Pakistan,62200.0,810,Asia,0.002741007838965072,0
CarryisLive,"Movies, Comedy",12000000,India,0.0,0,Asia,0.0008840864440078561,0
Family-Box,Movies,12000000,Russia,173600.0,6600,Europe,0.00586415288919058,0
AnnoyingOrange,"Movies, Animation",12100000,United States,187200.0,6900,North America,0.006517984583151119,0
timesmusicindia,Music and Dance,12100000,India,5400.0,265,Asia,0.0013422204635497896,0
Super_Senya_RU,"Animation, Toys",12100000,Unknown,47200.0,192,Unknown,0.002303884915377032,0
HiTechIslamic,Music and Dance,12100000,Pakistan,62200.0,810,Asia,0.002741007838965072,0
HeeraGoldOfficial,Daily Vlogs,12000000,Pakistan,30600.0,953,Asia,0.0017318572081274574,0
ChainsmokersVEVO,Music and Dance,12000000,United States,406600.0,16300,North America,0.012668471826067656,0
Family-Box,Movies,12000000,Russia,177400.0,6300,Europe,0.005909667839356694,0
linhnhishorts,Unknown,12000000,United States,500700.0,8300,North America,0.013713986776233771,0
dojacat,Music and Dance,11900000,United States,13600000.0,395300,North America,0.3733398893015423,2
BS_Arabic,Unknown,11900000,Egypt,6000.0,160,Africa,0.0007517829892499798,0
deepalimarkam1,Unknown,11900000,India,1400000.0,0,Asia,0.03314753049755563,0
M4Techofficial,Unknown,11900000,India,825300.0,38100,Asia,0.025225271361343005,0
CNCOMusic,Music and Dance,11900000,Mexico,8400.0,2100,North America,0.0010847397998812092,0
SingleTrackStudioz,Music and Dance,11900000,India,20300.0,351,Asia,0.0011116268430705779,0
FrontaLGaming,"Movies, Animation",11900000,Unknown,113100.0,3900,Unknown,0.0037767663779542985,0
mmdcrew,"Music and Dance, Movies",11900000,Russia,3100000.0,189900,Europe,0.0998109856470573,0
PlanetEarthINDIA,Daily Vlogs,11900000,India,12200.0,577,Asia,0.0009555404643330364,0
TeremokSongs,Unknown,11900000,Russia,66100.0,170,Europe,0.0021508859792832022,0
user-tt5ge5fj4i,"Music and Dance, Animation",11900000,Unknown,72200.0,385,Unknown,0.002323460730113767,0
UTKARSHCLASSES13,Education,11900000,India,79100.0,6300,Asia,0.0033289258463928373,0
itsbrothersvlog,Unknown,11900000,Unknown,3100000.0,0,Unknown,0.07268241421848587,0
GoldminesHousefull,Unknown,11900000,Unknown,8000.0,0,Unknown,0.0007754374742998137,0
oggy,Unknown,11900000,Unknown,163700.0,1300,Unknown,0.004582081992572239,0
PeppaPigHindiOfficial,"Movies, Toys",11900000,Unknown,451700.0,2900,Unknown,0.011508327839748318,0
KaKaKidsTV,Animation,11900000,Unknown,19200.0,434,Unknown,0.0010979025905788835,0
toysplay,"Animation, Toys",11900000,Unknown,185200.0,506,Unknown,0.004968653421143668,0
NickDiGiovanni,Food and Drink,11900000,United States,4300000.0,339800,North America,0.14913224810552905,4
sagahits,Music and Dance,11900000,India,25800.0,497,Asia,0.001260390962671907,0
HikakinTV,Comedy,11900000,Japan,2100000.0,51000,Asia,0.056712314550711775,0
Jackdohertyy,Unknown,11900000,United States,867800.0,37000,North America,0.026056500597223402,0
GarenaFreeFireLATAM,Unknown,11900000,Mexico,37900.0,2600,North America,0.0018422148829376876,0
Enterr10Rangeela,Music and Dance,11900000,India,20600.0,325,Asia,0.0011148893015423386,0
KenhThieuNhiBHMedia,"Music and Dance, Animation",11900000,United States,10200.0,28,North America,0.0008306002649974882,0
mussoumano,"Music and Dance, Animation",11900000,Brazil,1600000.0,68700,South America,0.04761297900253902,0
videogyan,"Animation, Toys",11800000,Unknown,955300.0,19800,Unknown,0.025339545979674825,0
lukedavidson81,"Animation, Comedy",11800000,United States,1700000.0,109200,North America,0.05542957920226619,0
cute.shivani.05,Unknown,11700000,India,2100000.0,0,Asia,0.04883720930232558,0
NFL,Sports,11700000,United States,21400.0,692,North America,0.0005965315614617941,0
MykeTowers,Music and Dance,11700000,Colombia,11000.0,629,South America,0.000345671096345515,0
cut,Comedy,11700000,United States,359000.0,8800,North America,0.009605980066445183,0
JoeHattab,Movies,11700000,Somalia,1900000.0,98500,Africa,0.05825747508305648,0
BeAmazed,Education,11700000,United States,477800.0,9900,North America,0.012525913621262458,0
5MinuteCraftsLIKE,Unknown,11700000,India,2700.0,28,Asia,6.67906976744186e-05,0
RedChilliesEntertainment,Unknown,11700000,India,848300.0,66700,Asia,0.029256478405315617,0
VYRLOriginals,Unknown,11700000,India,48800.0,949,Asia,0.0012704551495016612,0
hamzymukbang,Unknown,11700000,United States,397400.0,14000,North America,0.01124186046511628,0
Adaahqueen,Unknown,11700000,India,1100000.0,92500,Asia,0.03879568106312292,0
LittleAngelIndonesia,Music and Dance,11700000,Unknown,211400.0,745,Unknown,0.005022707641196013,0
PenMultiplex,Unknown,11700000,India,14000.0,81,Asia,0.00033715282392026574,0
OneindiaHindi,News and Politics,11700000,India,2200.0,31,Asia,5.559136212624585e-05,0
