Username,Categories,Subscribers,Country,Visits,Likes,Continent,Cluster
LofiGirl,Comedy,13400000,United States,139000.0,8500,North America,1
KurtHugoSchneider,,13400000,United States,20600.0,1200,North America,4
AzzyLand,Animation,13400000,United States,115600.0,3600,North America,1
BrawlStars,Animation,13400000,United States,1500000.0,98400,North America,1
einerdtv,"Movies, Animation",13400000,Brazil,155100.0,22400,South America,2
AlexGonzagaOfficial,"Movies, Comedy",13400000,Philippines,1600000.0,36300,Asia,2
PeppaPigPortuguesOficial,"Movies, Animation",13300000,Unknown,354800.0,1900,Unknown,4
VexTrexKidsCartoon,"Movies, Animation",13300000,Unknown,21100.0,0,Unknown,4
MashaBearUkraine,,13300000,Unknown,85400.0,673,Unknown,4
DJKhaledOfficial,,13300000,United States,178400.0,4500,North America,4
OficialHungria,Music and Dance,13300000,Brazil,75000.0,7400,South America,2
prantoniojunior,Music and Dance,13300000,Brazil,246300.0,46500,South America,2
Akon,Music and Dance,13200000,Brazil,32000.0,1900,South America,2
knowledgetvhindi001,Education,13200000,India,58100.0,2300,Asia,2
GuiGe,,13200000,India,176700.0,6100,Asia,2
MARIANAMIAMORCH,Movies,13200000,Mexico,533700.0,32300,North America,2
NickPro,Sports,13200000,United States,12200000.0,286000,North America,5
RauwAlejandroTv,Music and Dance,13200000,Peru,219400.0,7300,South America,4
LizaBaez,,13200000,Mexico,832800.0,104300,North America,2
klara_tania,"Movies, Animation",13200000,Indonesia,834500.0,47500,Asia,2
Caylus,"Animation, Video Games",13200000,United States,477600.0,11800,North America,1
AlArabiya,News and Politics,13200000,Morocco,5000.0,90,Africa,2
Davie504,,13200000,United States,0.0,0,North America,4
JesseAndMike,,13200000,United States,201400.0,3600,North America,4
redetv,,13200000,Brazil,2500.0,90,South America,2
spider-maaaaaaan,,13100000,Japan,1900000.0,45000,Asia,2
CznBurak,Daily Vlogs,13100000,Turkey,1400000.0,72500,Asia,1
rupalchoudharytd,,13100000,India,279100.0,21000,Asia,2
CuteWolfVideos,"Movies, Toys",13100000,Unknown,53500.0,116,Unknown,4
TopViralTalentYT,,13000000,United States,17700.0,283,North America,4
ColeAndSav,Daily Vlogs,13000000,United States,322100.0,10100,North America,1
gymvirtual,"Fitness, Health, and Self-Help",13000000,Mexico,50900.0,1900,North America,2
DuoTiempoDeSol,"Music and Dance, Animation",13000000,Unknown,47400.0,170,Unknown,4
KiryaKolesnikov,Daily Vlogs,13000000,United States,54700.0,1900,North America,1
MoniLinaFamily,,13000000,India,147300.0,3600,Asia,2
zeetamil,,13000000,India,1200.0,11,Asia,2
mariano_razo,,13000000,Mexico,5300000.0,399300,North America,5
Chustertv,Video Games,13000000,Spain,1600000.0,96300,Europe,4
francoescamilla,"Movies, Comedy",13000000,Mexico,560000.0,11800,North America,2
sulgiyang,"ASMR, Food and Drink",13000000,United States,557500.0,8600,North America,1
TalkingAngela,Music and Dance,13000000,United States,53000.0,360,North America,4
officialjassrecords,Music and Dance,13000000,India,12800.0,662,Asia,2
bibotoyskor,,12900000,Unknown,4300.0,0,Unknown,4
HeidiandZidaneEsp,Daily Vlogs,12900000,Unknown,61100.0,363,Unknown,1
dianaandromaind5591,,12900000,Unknown,222200.0,395,Unknown,4
Behindwoodstv,Daily Vlogs,12900000,Unknown,13300.0,386,Unknown,1
dhruvrathee,News and Politics,12900000,India,6400000.0,328000,Asia,5
TroomTroom_India,,12900000,India,21200.0,244,Asia,2
watchHitsHD,,12900000,India,72300.0,8200,Asia,2
janesergo,,12900000,United States,99500.0,2600,North America,4
RobTopGames,,12800000,United States,2200000.0,217900,North America,4
FreeFireIndiaOfficial,,12800000,India,308800.0,25200,Asia,2
FamilyFitnessChannel,,12800000,India,318800.0,14400,Asia,2
EnglishConnectionByKanchan,Education,12800000,India,247400.0,15200,Asia,2
MrSuicideSheep,,12800000,United States,39700.0,1900,North America,4
MundoBita,"Music and Dance, Movies",12800000,Unknown,152700.0,2700,Unknown,4
GustavoParodiasOficial,,12800000,Brazil,168800.0,7700,South America,2
NANDO,"Animation, Comedy",12800000,Colombia,208300.0,13000,South America,1
elliegouldingofficial,Music and Dance,12800000,United States,0.0,0,North America,4
AdexeyNau,Music and Dance,12800000,Mexico,13100.0,1500,North America,2
NDTV,News and Politics,12800000,India,1400.0,10,Asia,2
piuzinho,"Animation, Comedy",12800000,Brazil,527100.0,107700,South America,1
BlossomTV,,12800000,United States,24800.0,747,North America,4
ZeeKids,,12800000,Unknown,153700.0,2600,Unknown,4
FlowersComedy,Comedy,12800000,India,101900.0,1000,Asia,2
FirstWeFeast,Movies,12800000,United States,157600.0,5500,North America,4
Morgz,"Movies, Comedy",12800000,Unknown,1100000.0,31100,Unknown,4
Littleglove,Daily Vlogs,12800000,India,1100000.0,61700,Asia,2
MoonbugKids_SingAlongWithMe,Toys,12700000,Unknown,49000.0,100,Unknown,4
refugiomental6818,"Movies, Animation",12700000,Brazil,107400.0,2700,South America,2
Yair17,"Movies, Animation",12600000,Mexico,159800.0,14700,North America,2
NITINFREEFIRE,,12600000,India,1500000.0,177800,Asia,2
MasSKabeche,"Movies, Animation",12600000,Mexico,0.0,0,North America,2
WaveMusicBhakti,Music and Dance,12600000,Unknown,3400.0,52,Unknown,4
TheDaniRep,"Animation, Video Games",12600000,Mexico,195500.0,19600,North America,1
parafernalha,"Movies, Comedy",12600000,Brazil,84900.0,6300,South America,2
TimbaVk,"Animation, Video Games",12600000,Mexico,414000.0,15200,North America,1
NasDaily,Education,12600000,United States,448700.0,19300,North America,1
TroomTroom_Indonesia,"Music and Dance, Movies",12600000,Indonesia,59800.0,509,Asia,2
casey,Movies,12600000,United States,0.0,0,North America,4
bharatzkitchenHINDI,,12600000,India,271000.0,4100,Asia,2
jtcasey,"Animation, Comedy",12600000,United States,156600.0,7400,North America,1
aljazeera,News and Politics,12600000,Morocco,7000.0,105,Africa,2
WildNOut,"Music and Dance, Comedy",12600000,United States,228400.0,8600,North America,4
gibby,,12600000,Mexico,174400.0,9500,North America,2
BiperYSusAmigos,"Music and Dance, Movies",12600000,Unknown,155000.0,0,Unknown,4
AvrilLavigne,Music and Dance,12600000,United States,53600.0,5700,North America,4
nhstudioz,,12600000,India,11500.0,77,Asia,2
QuantumTech,Science and Technology,12600000,United States,185300.0,2300,North America,4
DisneyChannelUK,"Movies, Comedy",12600000,Unknown,19000.0,307,Unknown,4
pocoyo,,12600000,Unknown,335000.0,2200,Unknown,4
TroomTroom_Pt,Animation,12600000,Brazil,43700.0,971,South America,1
GoldminesActionMovies,,12600000,Unknown,7900.0,139,Unknown,4
redbull,Sports,12600000,United States,1400000.0,52300,North America,4
CHHOTUKIMASTI,,12600000,India,655600.0,5600,Asia,2
parislifestyle7488,,12600000,India,517100.0,5100,Asia,2
DRJRecordsspecials,,12600000,India,8900.0,46,Asia,2
colinfurze,Video Games,12600000,United States,1500000.0,69600,North America,4
justinflom,"Movies, Comedy",12600000,United States,791700.0,18100,North America,4
PeopleVsFood,Food and Drink,12600000,United States,388300.0,14200,North America,1
RachitRojha,,12600000,India,1600000.0,38600,Asia,2
Baby_Jenny,"Movies, Toys",12500000,Unknown,18600.0,71,Unknown,4
hzhtubekidsfun,"Animation, Toys",12500000,Unknown,79000.0,1500,Unknown,1
healthtime6469,Daily Vlogs,12500000,India,3300.0,115,Asia,2
LittleBabyBumEspanol,,12500000,Unknown,7200.0,18,Unknown,4
HeroMovies2023,Daily Vlogs,12500000,India,7100.0,215,Asia,2
CalvinHarrisVEVO,Music and Dance,12500000,United States,71300.0,3500,North America,4
FarjanaDrawingAcademy,,12500000,India,387100.0,25100,Asia,2
TeremokTV,,12500000,Unknown,95400.0,253,Unknown,4
eltrece,Music and Dance,12400000,Unknown,1500.0,15,Unknown,4
TheKingofRandom,DIY and Life Hacks,12400000,United States,32700.0,1000,North America,1
Vendyyaduwanshi,,12400000,India,353000.0,44100,Asia,2
ArynewsTvofficial,News and Politics,12400000,Pakistan,3600.0,75,Asia,2
MakeJokeOf,"Movies, Animation",12400000,India,7400000.0,343000,Asia,5
LOUDgg,,12400000,Brazil,310800.0,22300,South America,2
ctctv,"Movies, Animation",12400000,Russia,39900.0,940,Europe,2
TalentRecap,"Music and Dance, Movies",12400000,United States,52100.0,544,North America,4
LittleTreehouseNurseryRhymes,"Toys, Cars and Vehicles",12400000,Unknown,104200.0,373,Unknown,4
scottsreality,,12400000,United States,9300000.0,199200,North America,5
OliviaRodrigo,Music and Dance,12400000,United States,1600000.0,78000,North America,4
GrandmasterJinBodhi,Animation,12400000,Singapore,26400.0,639,Asia,1
IceCreamRolls,,12400000,United States,18000.0,634,North America,4
_gogo2728,Daily Vlogs,12400000,India,86700.0,8200,Asia,2
FilmTheory,"Movies, Animation",12400000,United States,1200000.0,71500,North America,4
HISTORY,Movies,12400000,United States,108200.0,1900,North America,4
NattiNatasha,Music and Dance,12400000,United States,56300.0,3400,North America,4
123GO_,DIY and Life Hacks,12400000,United States,133200.0,549,North America,1
JoojNatu,,12400000,Brazil,2300000.0,197700,South America,2
belabagunca,"Movies, Animation",12400000,Brazil,114900.0,3900,South America,2
BlackEyedPeas,Music and Dance,12400000,United States,10100.0,498,North America,4
rathorvideo,Music and Dance,12400000,India,5300.0,55,Asia,2
InsideEdition,News and Politics,12400000,United States,65800.0,1700,North America,4
Panda.,"Animation, Video Games",12400000,India,839300.0,70100,Asia,2
NirahuaMusic,,12300000,India,799200.0,8900,Asia,2
WatchMeOff,"Movies, Animation",12300000,Russia,749800.0,20200,Europe,2
LuanSantana,Music and Dance,12300000,Brazil,1200000.0,50000,South America,2
JugnuKidsrhymes,"Food and Drink, Toys",12300000,Unknown,46900.0,176,Unknown,4
MBCMASRtv,,12200000,Egypt,2200.0,39,Africa,2
Lulu99,,12200000,Colombia,410400.0,32000,South America,2
LipaoGamer,"Movies, Animation",12200000,Brazil,130100.0,5100,South America,2
lilwayne,Cars and Vehicles,12200000,United States,203700.0,11100,North America,1
natandessie,"Toys, DIY and Life Hacks",12200000,United States,62600.0,256,North America,4
itsxomgpop,"Music and Dance, Movies",12200000,Unknown,32900.0,1500,Unknown,4
yogawithadriene,Fitness,12200000,United States,0.0,0,North America,1
SPDNOO1,Comedy,12200000,Thailand,1600000.0,62500,Asia,1
bbcearth,,12200000,United States,92100.0,1600,North America,4
telugufilmnagar,,12200000,India,3400.0,55,Asia,2
MashaBearHINDI,"Animation, Toys",12200000,Unknown,90900.0,1600,Unknown,1
MUSATANVEER,,12200000,Pakistan,166700.0,3200,Asia,2
brancoala,"Movies, Animation",12200000,Brazil,343100.0,6200,South America,2
KooKooTvHindi,,12200000,India,337800.0,2600,Asia,2
TWOSIDEGAMERS,,12200000,India,200400.0,18800,Asia,2
flamingo,"Animation, Video Games",12200000,United States,1800000.0,71300,North America,1
OumWalidcuisine,Education,12200000,Algeria,333500.0,16000,Africa,2
elrubius,"Movies, Animation",12200000,Mexico,1100000.0,85600,North America,2
Aniruddhacharyaji,Daily Vlogs,12100000,India,116400.0,3600,Asia,2
SaregamaHumBhojpuri,Music and Dance,12100000,India,39300.0,2200,Asia,2
Super_Senya_RU,"Animation, Toys",12100000,Unknown,47200.0,192,Unknown,1
HiTechIslamic,Music and Dance,12100000,Pakistan,62200.0,810,Asia,2
CarryisLive,"Movies, Comedy",12000000,India,0.0,0,Asia,2
Family-Box,Movies,12000000,Russia,173600.0,6600,Europe,2
AnnoyingOrange,"Movies, Animation",12100000,United States,187200.0,6900,North America,4
timesmusicindia,Music and Dance,12100000,India,5400.0,265,Asia,2
Super_Senya_RU,"Animation, Toys",12100000,Unknown,47200.0,192,Unknown,1
HiTechIslamic,Music and Dance,12100000,Pakistan,62200.0,810,Asia,2
HeeraGoldOfficial,Daily Vlogs,12000000,Pakistan,30600.0,953,Asia,2
ChainsmokersVEVO,Music and Dance,12000000,United States,406600.0,16300,North America,4
Family-Box,Movies,12000000,Russia,177400.0,6300,Europe,2
linhnhishorts,,12000000,United States,500700.0,8300,North America,4
dojacat,Music and Dance,11900000,United States,13600000.0,395300,North America,5
BS_Arabic,,11900000,Egypt,6000.0,160,Africa,2
deepalimarkam1,,11900000,India,1400000.0,0,Asia,2
M4Techofficial,,11900000,India,825300.0,38100,Asia,2
CNCOMusic,Music and Dance,11900000,Mexico,8400.0,2100,North America,2
SingleTrackStudioz,Music and Dance,11900000,India,20300.0,351,Asia,2
FrontaLGaming,"Movies, Animation",11900000,Unknown,113100.0,3900,Unknown,4
mmdcrew,"Music and Dance, Movies",11900000,Russia,3100000.0,189900,Europe,2
PlanetEarthINDIA,Daily Vlogs,11900000,India,12200.0,577,Asia,2
TeremokSongs,,11900000,Russia,66100.0,170,Europe,2
user-tt5ge5fj4i,"Music and Dance, Animation",11900000,Unknown,72200.0,385,Unknown,4
UTKARSHCLASSES13,Education,11900000,India,79100.0,6300,Asia,2
itsbrothersvlog,,11900000,Unknown,3100000.0,0,Unknown,4
GoldminesHousefull,,11900000,Unknown,8000.0,0,Unknown,4
oggy,,11900000,Unknown,163700.0,1300,Unknown,4
PeppaPigHindiOfficial,"Movies, Toys",11900000,Unknown,451700.0,2900,Unknown,4
KaKaKidsTV,Animation,11900000,Unknown,19200.0,434,Unknown,1
toysplay,"Animation, Toys",11900000,Unknown,185200.0,506,Unknown,1
NickDiGiovanni,Food and Drink,11900000,United States,4300000.0,339800,North America,5
sagahits,Music and Dance,11900000,India,25800.0,497,Asia,2
HikakinTV,Comedy,11900000,Japan,2100000.0,51000,Asia,2
Jackdohertyy,,11900000,United States,867800.0,37000,North America,4
GarenaFreeFireLATAM,,11900000,Mexico,37900.0,2600,North America,2
Enterr10Rangeela,Music and Dance,11900000,India,20600.0,325,Asia,2
KenhThieuNhiBHMedia,"Music and Dance, Animation",11900000,United States,10200.0,28,North America,4
mussoumano,"Music and Dance, Animation",11900000,Brazil,1600000.0,68700,South America,2
videogyan,"Animation, Toys",11800000,Unknown,955300.0,19800,Unknown,1
lukedavidson81,"Animation, Comedy",11800000,United States,1700000.0,109200,North America,1
cute.shivani.05,,11700000,India,2100000.0,0,Asia,2
NFL,Sports,11700000,United States,21400.0,692,North America,4
MykeTowers,Music and Dance,11700000,Colombia,11000.0,629,South America,2
cut,Comedy,11700000,United States,359000.0,8800,North America,1
JoeHattab,Movies,11700000,Somalia,1900000.0,98500,Africa,2
BeAmazed,Education,11700000,United States,477800.0,9900,North America,1
5MinuteCraftsLIKE,,11700000,India,2700.0,28,Asia,2
RedChilliesEntertainment,,11700000,India,848300.0,66700,Asia,2
VYRLOriginals,,11700000,India,48800.0,949,Asia,2
hamzymukbang,,11700000,United States,397400.0,14000,North America,4
Adaahqueen,,11700000,India,1100000.0,92500,Asia,2
LittleAngelIndonesia,Music and Dance,11700000,Unknown,211400.0,745,Unknown,4
PenMultiplex,,11700000,India,14000.0,81,Asia,2
OneindiaHindi,News and Politics,11700000,India,2200.0,31,Asia,2
